PharmGKB Accession Id	Name	Alternate Names	Cross-references	External Vocabulary
PA445848	Thromboembolism	Thromboembolic disease, Thromboembolic disorder, Thromboembolism - lesion, Thromboembolisms, Thromboembolus		MeSH:D013923(Thromboembolism), SnoMedCT:13713005(Thromboembolus), SnoMedCT:371039008(Thromboembolic disorder), UMLS:C0040038(C0040038), MedDRA:10014511(Embolism and thrombosis of unspecified site), NDFRT:N0000002934(Thromboembolism [Disease/Finding]), HP:HP:0001907(Thromboembolism)
PA446870	Thrombophilia	Hypercoagulabilities, Hypercoagulability, Hypercoagulability state, Hypercoagulable state, Thrombophilias		MeSH:D019851(Thrombophilia), SnoMedCT:234467004(Thrombophilia), SnoMedCT:76612001(Hypercoagulability state), UMLS:C0398623(C0398623), MedDRA:10057396(Thrombophilia), NDFRT:N0000003961(Thrombophilia [Disease/Finding]), MONDO:MONDO:0002305(thrombophilia)
PA445850	Thrombotic disease	Blood vessel thrombosis, Thromboses, Thrombotic disorder, Thrombus		MeSH:D013927(Thrombosis), SnoMedCT:118927008(Thrombotic disorder), SnoMedCT:264579008(Thrombosis), SnoMedCT:439127006(Thrombosis), UMLS:C0040053(C0040053), MedDRA:10043607(Thrombosis), NDFRT:N0000002936(Thrombosis [Disease/Finding]), MONDO:MONDO:0000831(thrombotic disease)
PA445481	Thrombotic thrombocytopenic purpura	"""Disease, Moschkowitz"", ""Moschcowitz syndrome"", ""Moschkowitz Disease"", ""Purpura, Thrombotic Thrombopenic"", ""Thrombocytopenic Purpura, Thrombotic"", ""Thrombopenic Purpura, Thrombotic"", ""Thrombotic Thrombocytopenic Purpura"", ""Thrombotic Thrombopenic Purpura"", ""Thrombotic microangiopathy"""		"""MeSH:D011697(Purpura, Thrombotic Thrombocytopenic)"", ""SnoMedCT:126729006(Thrombotic microangiopathy)"", ""SnoMedCT:195360005(Thrombotic microangiopathy NOS)"", ""SnoMedCT:78129009(Thrombotic thrombocytopenic purpura)"", ""UMLS:C0034155(C0034155)"", ""MedDRA:10037562(Purpura thrombopaenic thrombotic)"", ""NDFRT:N0000002557(Purpura, Thrombotic Thrombocytopenic [Disease/Finding])"", ""MONDO:MONDO:0018896(thrombotic thrombocytopenic purpura)"""
PA445851	Thymoma	"""Carcinoma, Thymic"", ""Carcinomas, Thymic"", ""Thymic Carcinoma"", ""Thymic Carcinomas"", ""Thymomas"""		MeSH:D013945(Thymoma), SnoMedCT:128856005(Thymoma), UMLS:C0040100(C0040100), MedDRA:10043670(Thymoma), NDFRT:N0000002937(Thymoma [Disease/Finding]), MONDO:MONDO:0006456(thymoma), HP:HP:0100522(Thymoma)
PA166048802	Thyroid Crisis			NDFRT:N0000002941(Thyroid Crisis), MONDO:MONDO:0006996(thyroid crisis), HP:HP:0011782(Thyroid crisis)
PA445858	Thyroiditis	Thyroiditides, Thyroiditis NOS		MeSH:D013966(Thyroiditis), SnoMedCT:190301009(Thyroiditis NOS), SnoMedCT:82119001(Thyroiditis), UMLS:C0040147(C0040147), MedDRA:10043778(Thyroiditis), NDFRT:N0000002944(Thyroiditis [Disease/Finding]), MONDO:MONDO:0004126(thyroiditis), HP:HP:0100646(Thyroiditis)
PA445857	Thyroid tumor	"""Cancer of Thyroid"", ""Cancer of the Thyroid"", ""Cancer, Thyroid"", ""Cancers, Thyroid"", ""Neoplasm of thyroid gland"", ""Neoplasm, Thyroid"", ""Neoplasms, Thyroid"", ""Thyroid Cancer"", ""Thyroid Cancers"", ""Thyroid Neoplasm"", ""Thyroid tumor"", ""Tumour of thyroid gland"""		MeSH:D013964(Thyroid Neoplasms), SnoMedCT:127018007(Neoplasm of thyroid gland), UMLS:C0040136(C0040136), MedDRA:10029099(Neoplasm thyroid), NDFRT:N0000002943(Thyroid Neoplasms [Disease/Finding]), MONDO:MONDO:0015074(thyroid tumor), MONDO:MONDO:0021217(thyroid tumor)
PA445862	Thyrotoxicosis	Thyrotoxicoses, Thyrotoxicosis NOS, Thyrotoxicosis with or without goitre		MeSH:D013971(Thyrotoxicosis), SnoMedCT:190267008(Thyrotoxicosis NOS), SnoMedCT:286909009(Thyrotoxicosis with or without goitre), SnoMedCT:90739004(Thyrotoxicosis), UMLS:C0040156(C0040156), MedDRA:10043789(Thyrotoxicosis), NDFRT:N0000002948(Thyrotoxicosis [Disease/Finding]), MONDO:MONDO:0010138(thyrotoxicosis)
PA445864	Tic Disorders	"""Childhood Tic Disorder"", ""Childhood Tic Disorders"", ""Chronic Motor or Vocal Tic Disorder"", ""Habit spasm"", ""Motor Tic Disorder"", ""Motor Tic Disorders"", ""Motor or Vocal Tic Disorder, Chronic"", ""Post Traumatic Tic Disorder"", ""Post-Traumatic Tic Disorder"", ""Post-Traumatic Tic Disorders"", ""Tic"", ""Tic Disorder"", ""Tic Disorder, Childhood"", ""Tic Disorder, Chronic Motor or Vocal"", ""Tic Disorder, Motor"", ""Tic Disorder, Post Traumatic"", ""Tic Disorder, Post-Traumatic"", ""Tic Disorder, Transient"", ""Tic Disorder, Vocal"", ""Tic Disorders, Childhood"", ""Tic Disorders, Motor"", ""Tic Disorders, Post-Traumatic"", ""Tic Disorders, Transient"", ""Tic Disorders, Vocal"", ""Tic disorder unspecified"", ""Tics"", ""Transient Tic Disorder"", ""Transient Tic Disorders"", ""Vocal Tic Disorder"", ""Vocal Tic Disorders"""		MeSH:D013981(Tic Disorders), SnoMedCT:191989005(Tic disorder unspecified), SnoMedCT:191991002(Tic NOS), SnoMedCT:386783003(Tic), SnoMedCT:568005(Tic disorder), UMLS:C0040188(C0040188), MedDRA:10043833(Tic), NDFRT:N0000002950(Tic Disorders [Disease/Finding]), MONDO:MONDO:0002420(tic disorder)
PA447002	Tics	"""Chorea, Habit"", ""Choreas, Habit"", ""Gestural Tic"", ""Gestural Tics"", ""Habit Chorea"", ""Habit Choreas"", ""Habit Spasm"", ""Habit Spasms"", ""Habit tic"", ""Habituation Spasm"", ""Habituation Spasms"", ""Motor Tic"", ""Motor Tics"", ""Spasm, Habit"", ""Spasm, Habituation"", ""Spasms, Habit"", ""Spasms, Habituation"", ""Tic"", ""Tic, Gestural"", ""Tic, Motor"", ""Tic, Transient"", ""Tic, Vocal"", ""Tics, Gestural"", ""Tics, Motor"", ""Tics, Transient"", ""Tics, Vocal"", ""Transient Tic"", ""Transient Tics"", ""Vocal Tic"", ""Vocal Tics"""		MeSH:D020323(Tics), SnoMedCT:402732001(Habit tic), UMLS:C0278076(C0278076), MedDRA:10043849(Tics), NDFRT:N0000004108(Tics [Disease/Finding]), HP:HP:0100033(Tics)
PA166129534	time above therapeutic range			
PA166129562	time below therapeutic range			
PA166129531	time in therapeutic range			
PA166129530	time to achieve stable dose			
PA166129532	time to therapeutic inr			
PA166048748	Tinea			NDFRT:N0000002955(Tinea), MONDO:MONDO:0005982(tinea infection)
PA166048825	Tinea Capitis			NDFRT:N0000002956(Tinea Capitis), MONDO:MONDO:0002967(dermatophytosis of scalp or beard)
PA166048747	Tinea Pedis			NDFRT:N0000002958(Tinea Pedis), MONDO:MONDO:0005984(tinea pedis)
PA445875	Tinnitus	"""Clicking Tinnitus"", ""Induced Tinnitus, Noise"", ""Leudet Tinnitus"", ""Leudet's Tinnitus"", ""Noise Induced Tinnitus"", ""Noises in ear"", ""Noises in head"", ""Objective Tinnitus"", ""Pulsatile Tinnitus"", ""Ringing Buzzing Tinnitus"", ""Ringing-Buzzing-Tinnitus"", ""Spontaneous Oto-Acoustic Emission Tinnitus"", ""Subjective Tinnitus"", ""Tensor Palatini Induced Tinnitus"", ""Tensor Tympani Induced Tinnitus"", ""Tinnitus of Vascular Origin"", ""Tinnitus, Clicking"", ""Tinnitus, Leudet"", ""Tinnitus, Leudet's"", ""Tinnitus, Leudets"", ""Tinnitus, Noise Induced"", ""Tinnitus, Objective"", ""Tinnitus, Pulsatile"", ""Tinnitus, Spontaneous Oto Acoustic Emission"", ""Tinnitus, Spontaneous Oto-Acoustic Emission"", ""Tinnitus, Subjective"", ""Tinnitus, Tensor Palatini Induced"", ""Tinnitus, Tensor Tympani Induced"", ""Tinnitus, Vascular Origin"", ""Unspecified tinnitus"", ""Vascular Origin Tinnitus"""		MeSH:D014012(Tinnitus), SnoMedCT:162349004(Noises in ear), SnoMedCT:162352007(Ringing in ear), SnoMedCT:162355009(Tinnitus symptom NOS), SnoMedCT:194393005(Unspecified tinnitus), SnoMedCT:194395003(Tinnitus NOS), SnoMedCT:60862001(Tinnitus), UMLS:C0040264(C0040264), MedDRA:10014018(Ear noises), NDFRT:N0000002961(Tinnitus [Disease/Finding]), HP:HP:0000360(Tinnitus)
PA445876	Tobacco Use Disorder	"""Dependence, Nicotine"", ""Dependence, Tobacco"", ""Disorder, Nicotine Use"", ""Disorder, Tobacco Use"", ""Disorder, Tobacco-Use"", ""Nicotine Dependence"", ""Nicotine Use Disorder"", ""Nicotine Use Disorders"", ""Tobacco Dependence"", ""Tobacco Dependences"", ""Tobacco Use Disorder"", ""Tobacco Use Disorders"", ""Tobacco-Use Disorder"", ""Use Disorder, Nicotine"", ""nicotine addiction"", ""nicotine dependency"""		MeSH:D014029(Tobacco Use Disorder), UMLS:C0040336(Tobacco use disorder), MedDRA:10043906(Tobacco use disorder), NDFRT:N0000002962(Tobacco Use Disorder [Disease/Finding]), MONDO:MONDO:0008575(nicotine dependence)
PA166169457	tonsillectomy			MedDRA:10044006(Tonsillectomy)
PA445883	Tonsillitis	Tonsillitides		MONDO:MONDO:0001039(tonsillitis)
PA166048870	Toothache			NDFRT:N0000002984(Toothache)
PA164924611	Tooth agenesis	Hypodontia, Oligodontia, Partial congenital absence of teeth		SnoMedCT:64969001(Partial congenital absence of teeth), UMLS:C0020608(C0020608), MedDRA:10055001(Hypodontia), MONDO:MONDO:0005486(tooth agenesis)
PA445887	Tooth disorder	"""Dental disease"", ""Dental disorder"", ""Disease, Tooth"", ""Diseases, Tooth"", ""Tooth Disease"", ""Tooth disease"", ""Tooth disorder"""		MeSH:D014076(Tooth Diseases), SnoMedCT:234947003(Tooth disorder), UMLS:C0040435(C0040435), MedDRA:10013276(Disorder tooth), NDFRT:N0000002973(Tooth Diseases [Disease/Finding]), MONDO:MONDO:0006999(tooth disorder)
PA446294	Torsades de Pointes	"""Pointe, Torsade de"", ""Pointe, Torsades de"", ""Pointes, Torsade de"", ""Pointes, Torsades de"", ""Torsade de Pointe"", ""Torsade de Pointes"", ""Torsade de pointes"", ""Torsades de Pointe"", ""Torsades de pointes"", ""Ventricular tachycardia, polymorphic with Q-T prolongation"", ""de Pointe, Torsade"", ""de Pointe, Torsades"", ""de Pointes, Torsade"", ""de Pointes, Torsades"""		MeSH:D016171(Torsades de Pointes), SnoMedCT:31722008(Torsades de pointes), UMLS:C0040479(C0040479), MedDRA:10053604(TdP ventricular tachycardia), NDFRT:N0000003383(Torsades de Pointes [Disease/Finding]), MONDO:MONDO:0005478(torsades de pointes)
PA445900	Torticollis	"""Cervical Dystonia"", ""Intermittent Torticollis"", ""Psychogenic Torticollis"", ""Spasmodic Torticollis"", ""Torticollis, Intermittent"", ""Torticollis, Psychogenic"", ""Torticollis, Spasmodic"", ""Wryneck"""		MeSH:D014103(Torticollis), SnoMedCT:267978004(Torticollis unspecified), SnoMedCT:267979007(Torticollis NOS), SnoMedCT:270476009(Wry neck/torticollis), SnoMedCT:70070008(Torticollis), UMLS:C0040485(C0040485), MedDRA:10058980(Retrocollis), NDFRT:N0000002986(Torticollis [Disease/Finding]), HP:HP:0000473(Torticollis)
PA444270	Tourette Syndrome	"""Combined Multiple Motor and Vocal Tic Disorder"", ""Combined Vocal and Multiple Motor Tic Disorder"", ""Combined vocal and multiple motor tic disorder"", ""Gilles de la Tourette Syndrome"", ""Gilles de la Tourette's Disease"", ""Multiple Motor and Vocal Tic Disorder, Combined"", ""Syndrome, Tourette's"", ""Tic Disorder, Combined Vocal and Multiple Motor"", ""Tourette Disease"", ""Tourette Disorder"", ""Tourette's Disease"", ""Tourette's Disorder"", ""Tourette's Syndrome"", ""Tourette's disorder"", ""Tourette's syndrome"", ""Tourettes Disease"", ""Tourettes Disorder"", ""Tourettes Syndrome"""		MeSH:D005879(Tourette Syndrome), SnoMedCT:5158005(Gilles de la Tourette's syndrome), UMLS:C0040517(C0040517), MedDRA:10006370(Brissaud's II), NDFRT:N0000001334(Tourette Syndrome [Disease/Finding]), MONDO:MONDO:0007661(Tourette syndrome)
PA444059	Toxic Epidermal Necrolysis	"""Epidermal Necrolyses, Toxic"", ""Lyell Syndrome"", ""Lyell's Syndrome"", ""Lyell's syndrome"", ""Lyells Syndrome"", ""Necrolyses, Toxic Epidermal"", ""Necrolysis, Toxic Epidermal"", ""Nonstaphylococcal Scalded Skin Syndrome"", ""Scalded Skin Syndrome, Nonstaphylococcal"", ""Syndrome, Lyell's"", ""TEN - Toxic epidermal necrolysis"", ""Toxic Epidermal Necrolyses"", ""Toxic Epidermal Necrolysis"", ""Toxic epidermal necrolysis"""		"""MeSH:D013262(Stevens-Johnson Syndrome)"", ""SnoMedCT:23067006(Lyell's toxic epidermal necrolysis, subepidermal type)"", ""UMLS:C0014518(C0014518)"", ""MedDRA:10025165(Lyell)"", ""NDFRT:N0000001121(Epidermal Necrolysis, Toxic [Disease/Finding])"", ""MONDO:MONDO:0019810(toxic epidermal necrolysis)"""
PA164925725	Toxic liver disease	"""Hepatitis, Toxic"", ""hepatotoxicity"", ""liver toxicity"", ""toxic hepatitis"""		SnoMedCT:197354009(Toxic liver disease), UMLS:C0348754(C0348754)
PA166048835	Toxocariasis			NDFRT:N0000002988(Toxocariasis), MONDO:MONDO:0005988(toxocariasis)
PA165108216	Toxoplasma encephalitis	Cerebral toxoplasmosis, TE - Toxoplasma encephalitis, Toxoplasma meningoencephalitis, Toxoplasmosis encephalitis, Toxoplasmosis of brain		MONDO:MONDO:0005697(cerebral toxoplasmosis)
PA445903	Toxoplasmosis	"""Infection, Toxoplasma gondii"", ""Infections, Toxoplasma gondii"", ""Toxoplasma gondii Infection"", ""Toxoplasma gondii Infections"", ""Toxoplasmoses"""		MeSH:D014123(Toxoplasmosis), SnoMedCT:187192000(Toxoplasmosis), SnoMedCT:187200007(Toxoplasmosis NOS), UMLS:C0040558(C0040558), MedDRA:10054155(Toxoplasma gondii infection), NDFRT:N0000002989(Toxoplasmosis [Disease/Finding]), MONDO:MONDO:0005989(toxoplasmosis)
PA445913	Trachoma	"""Trachoma, NOS"", ""Trachomas"""		MeSH:D014141(Trachoma), SnoMedCT:186672003(Unspecified trachoma), SnoMedCT:2576002(Trachoma), UMLS:C0040592(C0040592), MedDRA:10044325(Trachoma), NDFRT:N0000002999(Trachoma [Disease/Finding]), MONDO:MONDO:0001249(trachoma)
PA443672	Transient Ischemic Attack	"""Anterior Circulation Transient Ischemic Attack"", ""Attack, Transient Ischemic"", ""Attacks, Transient Ischemic"", ""Brain Stem Ischemia, Transient"", ""Brain Stem Transient Ischemic Attack"", ""Brain TIA"", ""Brainstem Ischemia, Transient"", ""Brainstem Ischemias, Transient"", ""Brainstem Transient Ischemic Attack"", ""Carotid Circulation Transient Ischemic Attack"", ""Cerebral Ischemia, Transient"", ""Cerebral Ischemias, Transient"", ""Crescendo Transient Ischemic Attacks"", ""Intermittent cerebral ischaemia"", ""Intermittent cerebral ischemia"", ""Ischemia, Transient Brainstem"", ""Ischemia, Transient Cerebral"", ""Ischemias, Transient Brainstem"", ""Ischemias, Transient Cerebral"", ""Ischemic Attacks, Transient"", ""Posterior Circulation Transient Ischemic Attack"", ""TIA"", ""TIA (Transient Ischemic Attack)"", ""TIA - Transient ischaemic attack"", ""TIA, Brain"", ""TIAs (Transient Ischemic Attack)"", ""Temporary cerebral vascular dysfunction"", ""Transient Brainstem Ischemia"", ""Transient Cerebral Ischemia"", ""Transient Cerebral Ischemias"", ""Transient Ischemic Attack"", ""Transient Ischemic Attack, Anterior Circulation"", ""Transient Ischemic Attack, Brain Stem"", ""Transient Ischemic Attack, Brainstem"", ""Transient Ischemic Attack, Carotid Circulation"", ""Transient Ischemic Attack, Posterior Circulation"", ""Transient Ischemic Attack, Vertebrobasilar Circulation"", ""Transient Ischemic Attacks"", ""Transient Ischemic Attacks, Crescendo"", ""Transient cerebral ischaemia"", ""Transient cerebral ischemia"", ""Transient ischaemic attack"", ""Transient ischemic attack"", ""Vertebrobasilar Circulation Transient Ischemic Attack"""		"""MeSH:D002546(Ischemic Attack, Transient)"", ""SnoMedCT:266257000(Transient cerebral ischaemia)"", ""UMLS:C0007787(C0007787)"", ""MedDRA:10043821(TIA)"", ""NDFRT:N0000000724(Ischemic Attack, Transient [Disease/Finding])"", ""MONDO:MONDO:0005264(transient ischemic attack)"", ""HP:HP:0002326(Transient ischemic attack)"""
PA162168973	Transient Neonatal Diabetes			"""MeSH:C563672(Diabetes Mellitus, Transient Neonatal, 2)"", ""MONDO:MONDO:0012480(diabetes mellitus, transient neonatal, 2)"", ""MONDO:MONDO:0020525(transient neonatal diabetes mellitus)"""
PA443627	Transitional cell carcinoma	"""Carcinomas, Transitional Cell"", ""Cell Carcinoma, Transitional"", ""Cell Carcinomas, Transitional"", ""TCC - Transitional cell carcinoma"", ""Transitional Cell Carcinoma"", ""Transitional Cell Carcinomas"", ""Transitional carcinoma"", ""Transitional cell carcinoma"", ""Urothelial carcinoma"""		"""MeSH:D002295(Carcinoma, Transitional Cell)"", ""SnoMedCT:27090000(Transitional cell carcinoma)"", ""UMLS:C0007138(C0007138)"", ""MedDRA:10007477(Carcinoma transitional cell)"", ""NDFRT:N0000000681(Carcinoma, Transitional Cell [Disease/Finding])"", ""MONDO:MONDO:0006474(transitional cell carcinoma)"""
PA134850491	Transplantation	"""Grafting, NOS"", ""Transplant procedure"", ""Transplantation - action"", ""Tx - Transplant"""		MeSH:D014180(Transplantation), SnoMedCT:129406001(Transplantation - action), SnoMedCT:263903005(Transplant), SnoMedCT:77465005(Transplantation), UMLS:C0040732(C0040732), MedDRA:10057677(Transplant)
PA166114454	Transplant rejection	Allograft rejection, Graft rejection		MeSH:D006084(Graft Rejection), MedDRA:10044439(Transplant rejection)
PA166128095	Treatment failure	"""Failure, Treatment"", ""Failures, Treatment"", ""Treatment Failures"""		MeSH:D017211(Treatment Failure), MedDRA:10066901(Treatment failure)
PA166159284	Treatment interruption	Interruption, Planned Treatment		MeSH:D000097042(Treatment Interruption)
PA166124372	Treatment modification			SnoMedCT:371133007(Treatment modification)
PA445917	Tremor	"""Action Tremor"", ""Action Tremors"", ""Coarse Tremor"", ""Coarse Tremors"", ""Continuous Tremor"", ""Continuous Tremors"", ""Darkness Tremor"", ""Darkness Tremors"", ""Fine Tremor"", ""Fine Tremors"", ""Has a tremor"", ""Intention Tremor"", ""Intention Tremors"", ""Intermittent Tremor"", ""Intermittent Tremors"", ""Involuntary Quiver"", ""Involuntary Quivers"", ""Involuntary quiver"", ""Limb Tremor"", ""Limb Tremors"", ""Massive Tremor"", ""Massive Tremors"", ""Muscle Tremor"", ""Muscle Tremors"", ""Neonatal Tremor"", ""Neonatal Tremors"", ""Nerve Tremor"", ""Nerve Tremors"", ""Passive Tremor"", ""Passive Tremors"", ""Perioral Tremor"", ""Perioral Tremors"", ""Persistent Tremor"", ""Persistent Tremors"", ""Pill Rolling Tremor"", ""Pill Rolling Tremors"", ""Quiver, Involuntary"", ""Quivering"", ""Quivers, Involuntary"", ""Rest Tremor"", ""Rest Tremors"", ""Resting Tremor"", ""Resting Tremors"", ""Rolling Tremor, Pill"", ""Rolling Tremors, Pill"", ""Saturnine Tremor"", ""Saturnine Tremors"", ""Semirhythmic Tremor"", ""Semirhythmic Tremors"", ""Senile Tremor"", ""Senile Tremors"", ""Shakes"", ""Shaking"", ""Shaking all over"", ""Static Tremor"", ""Static Tremors"", ""The shakes"", ""Trembling"", ""Tremor [D]"", ""Tremor, Action"", ""Tremor, Coarse"", ""Tremor, Continuous"", ""Tremor, Darkness"", ""Tremor, Fine"", ""Tremor, Intention"", ""Tremor, Intermittent"", ""Tremor, Limb"", ""Tremor, Massive"", ""Tremor, Muscle"", ""Tremor, Neonatal"", ""Tremor, Nerve"", ""Tremor, Passive"", ""Tremor, Perioral"", ""Tremor, Persistent"", ""Tremor, Pill Rolling"", ""Tremor, Rest"", ""Tremor, Resting"", ""Tremor, Saturnine"", ""Tremor, Semirhythmic"", ""Tremor, Senile"", ""Tremor, Static"", ""Tremors"", ""Tremors, Action"", ""Tremors, Coarse"", ""Tremors, Continuous"", ""Tremors, Darkness"", ""Tremors, Fine"", ""Tremors, Intention"", ""Tremors, Intermittent"", ""Tremors, Limb"", ""Tremors, Massive"", ""Tremors, Muscle"", ""Tremors, Neonatal"", ""Tremors, Nerve"", ""Tremors, Passive"", ""Tremors, Perioral"", ""Tremors, Persistent"", ""Tremors, Pill Rolling"", ""Tremors, Rest"", ""Tremors, Resting"", ""Tremors, Saturnine"", ""Tremors, Semirhythmic"", ""Tremors, Senile"", ""Tremors, Static"", ""[D]Tremor"""		MeSH:D014202(Tremor), SnoMedCT:26079004(Tremor), SnoMedCT:274239004([D]Tremor), UMLS:C0040822(C0040822), MedDRA:10040528(Shaking), NDFRT:N0000003005(Tremor [Disease/Finding]), HP:HP:0001337(Tremor)
PA445920	Trichinosis	Infection by larvae of Trichinella spiralis, Trichinelliases, Trichinelliasis, Trichinellosis, Trichiniasis, Trichinoses		MeSH:D014235(Trichinellosis), SnoMedCT:88264003(Infection by larvae of Trichinella spiralis), UMLS:C0040896(C0040896), MedDRA:10044607(Trichinella spiralis infection), NDFRT:N0000003008(Trichinellosis [Disease/Finding]), MONDO:MONDO:0019444(trichinellosis)
PA446767	Tricuspid Atresia	"""Atresia, Tricuspid"", ""Atresia, Tricuspid Valve"", ""Atresias, Tricuspid"", ""Atresias, Tricuspid Valve"", ""Tricuspid Atresias"", ""Tricuspid Valve Atresia"", ""Tricuspid Valve Atresias"", ""Tricuspid atresia"", ""Valve Atresia, Tricuspid"", ""Valve Atresias, Tricuspid"""		MONDO:MONDO:0011514(tricuspid atresia), HP:HP:0011662(Tricuspid atresia)
PA165108228	Trigeminal neuralgia			MeSH:D014277(Trigeminal Neuralgia), SnoMedCT:193090007(Trigeminal neuralgia NOS), UMLS:C0040997(C0040997), MedDRA:10029227(Neuralgia trigeminal), NDFRT:N0000003018(Trigeminal Neuralgia [Disease/Finding]), MONDO:MONDO:0008599(trigeminal neuralgia), HP:HP:0100661(Trigeminal neuralgia)
